lr,train/loss,train/color_loss,train/normal_loss,train/mask_error,train/psnr,train/s_val,epoch,created_at,val/loss,val/psnr
5.00E-05,0.284319967,0.12278495,0.001448335,0.160086676,22.145401,0.023684211,0,45:11.8,,
5.00E-05,0.293602467,0.128316432,0.00134361,0.163942412,21.6237812,0.023680743,0,45:42.3,,
5.00E-05,0.296008497,0.130343184,0.00145615,0.164209157,21.33774948,0.023685424,0,46:12.8,,
5.00E-05,0.276830971,0.115401581,0.001409904,0.160019502,22.80034637,0.023664536,0,46:45.5,,
5.00E-05,0.293862343,0.125505641,0.001420986,0.166935712,21.89506912,0.023676848,0,47:15.9,,
5.00E-05,0.300446689,0.134181395,0.001521957,0.164743334,20.61820602,0.023607686,0,47:46.3,,
5.00E-05,0.279795438,0.123139001,0.001461935,0.155194506,22.18763542,0.023564937,0,48:16.8,,
5.00E-05,0.28414011,0.122737892,0.001327403,0.16007483,22.00297356,0.023520593,0,48:47.3,,
5.00E-05,0.279935509,0.116302669,0.001540847,0.162091985,22.47314835,0.023465624,0,49:17.7,,
5.00E-05,0.27693826,0.122738846,0.001451797,0.152747601,21.72916412,0.023397949,0,49:48.4,,
5.00E-05,0.293506622,0.12664254,0.001528814,0.165335283,22.02233887,0.023385523,0,50:18.9,,
5.00E-05,0.271783173,0.115014993,0.00155879,0.155209377,22.55135536,0.023402702,0,50:49.5,,
5.00E-05,0.277592719,0.119908795,0.001637371,0.156046554,22.4585762,0.02334491,0,51:20.0,,
5.00E-05,0.297620714,0.117576636,0.001481049,0.178563029,22.89200211,0.023339726,0,51:50.6,,
5.00E-05,0.285338342,0.122794971,0.001476039,0.161067337,21.90411377,0.023325568,0,52:21.0,,
5.00E-05,0.279022038,0.118263073,0.001559401,0.159199581,22.43440628,0.023373632,0,52:51.5,,
5.00E-05,0.287802398,0.121483609,0.0015466,0.164772183,22.47695923,0.023310134,0,53:22.0,,
5.00E-05,0.286470294,0.11882174,0.001379152,0.166269407,21.95808792,0.023370719,0,53:52.4,,
5.00E-05,0.274565339,0.120398335,0.001436666,0.152730346,22.12089539,0.023383895,0,54:23.0,,
5.00E-05,0.287944734,0.124809675,0.001508978,0.161626086,21.90733719,0.023358686,0,54:53.6,,
5.00E-05,0.27621296,0.123382144,0.001396743,0.151434079,21.94643021,0.023327466,0,55:24.0,,
5.00E-05,0.282697856,0.120919868,0.00153843,0.160239562,22.41411972,0.023279773,0,55:54.5,,
5.00E-05,0.277443469,0.124778405,0.001444677,0.151220366,21.76782417,0.023238957,0,56:25.0,,
5.00E-05,0.276360571,0.113257013,0.001378402,0.161725163,22.92361259,0.023331149,0,56:55.5,,
5.00E-05,0.293281376,0.126850262,0.001569082,0.164862022,21.78528786,0.023289027,0,57:25.9,,
5.00E-05,0.294636965,0.123085909,0.001388969,0.170162082,22.46532059,0.023264829,0,57:56.4,,
5.00E-05,0.287797391,0.123378798,0.001372176,0.16304642,22.16397285,0.023174619,0,58:26.9,,
5.00E-05,0.278914124,0.119262911,0.001461756,0.158189461,22.06381798,0.023146337,0,58:57.3,,
5.00E-05,0.293036878,0.126014113,0.001478793,0.165543973,22.01828766,0.023085043,0,59:27.8,,
5.00E-05,0.288292468,0.127841055,0.001518692,0.158932731,21.24944878,0.023122327,0,59:58.6,,
5.00E-05,0.28639096,0.124174811,0.001425521,0.160790607,21.92408371,0.023094544,0,00:29.0,,
5.00E-05,0.296892554,0.120585598,0.001421041,0.174885914,21.97267723,0.023002751,0,00:59.6,,
5.00E-05,0.285032332,0.131275907,0.001500657,0.152255759,21.21405411,0.022984102,0,01:30.0,,
5.00E-05,0.292462826,0.12820898,0.001394494,0.162859336,21.67117119,0.022917338,0,02:00.6,,
5.00E-05,0.288363695,0.120124467,0.00147404,0.166765198,22.72161293,0.022886451,0,02:31.1,,
5.00E-05,0.28464061,0.124203645,0.001375454,0.159061491,21.71160889,0.022870244,0,03:01.7,,
5.00E-05,0.290308058,0.123678237,0.001357529,0.165272281,22.22867012,0.022764968,0,03:32.3,,
5.00E-05,0.283690631,0.128695071,0.001518079,0.153477475,21.23934937,0.022714719,0,04:02.8,,
5.00E-05,0.283762217,0.122096218,0.00145929,0.16020672,21.78890228,0.022654736,0,04:33.3,,
5.00E-05,0.29299289,0.124995425,0.00135077,0.166646704,21.63514709,0.022634158,0,05:03.7,,
5.00E-05,0.291507006,0.128608316,0.001590793,0.161307901,21.41072273,0.022559077,0,05:36.4,,
5.00E-05,0.293036759,0.12178155,0.001424884,0.169830307,21.67700768,0.02262383,0,06:07.0,,
5.00E-05,0.271684736,0.115607627,0.001470596,0.154606506,22.53321457,0.022534432,0,06:37.6,,
5.00E-05,0.262996376,0.118511297,0.001499164,0.142985925,22.52493858,0.022450728,0,07:08.1,,
5.00E-05,0.285199463,0.124727324,0.001631201,0.158840939,21.85708046,0.022444043,0,07:38.4,,
5.00E-05,0.279918283,0.122895852,0.001419027,0.155603394,21.91081238,0.022482255,0,08:09.0,,
5.00E-05,0.285977155,0.121279962,0.001464886,0.163232297,22.09169579,0.022486979,0,08:39.3,,
5.00E-05,0.274305671,0.119533814,0.001356943,0.15341492,22.7300663,0.022449771,0,09:09.9,,
5.00E-05,0.285367399,0.122582845,0.001502896,0.16128166,22.08583069,0.022446886,0,09:40.4,,
5.00E-05,0.286694288,0.125346273,0.001569489,0.15977852,21.81253815,0.022475198,0,10:10.9,,
5.00E-05,0.293105125,0.130786911,0.001450824,0.160867408,21.69551468,0.022451269,0,10:41.4,,
5.00E-05,0.268832415,0.1109301,0.001522867,0.156379446,22.85527802,0.022489956,0,11:11.9,,
5.00E-05,0.275110573,0.114718214,0.001385103,0.159007251,23.16135216,0.022472691,0,11:42.4,,
5.00E-05,0.280850857,0.1165938,0.001732083,0.162524983,22.3621521,0.022419821,0,12:12.9,,
5.00E-05,0.282989651,0.12005014,0.001432688,0.161506832,22.06170654,0.022364454,0,12:43.5,,
5.00E-05,0.2882936,0.126436353,0.001596158,0.16026108,22.11079407,0.022374747,0,13:14.1,,
5.00E-05,0.296289384,0.126978487,0.001587108,0.167723805,21.24055481,0.022332776,0,13:44.5,,
5.00E-05,0.273285717,0.117125466,0.001412261,0.154747993,22.31170273,0.022286644,0,14:15.2,,
5.00E-05,0.274579138,0.114839368,0.001555426,0.15818435,22.68786621,0.022248363,0,14:45.7,,
5.00E-05,0.285684049,0.125655547,0.001532042,0.158496469,21.23614502,0.022215663,0,15:16.2,,
5.00E-05,0.280674398,0.121757664,0.001409705,0.157507032,21.87139702,0.022170443,0,15:46.7,,
5.00E-05,0.273107171,0.116785862,0.001679599,0.154641703,22.38591766,0.022074582,0,16:17.2,,
5.00E-05,0.287929833,0.125136241,0.001581036,0.161212564,21.85612679,0.022077933,0,16:47.7,,
5.00E-05,0.283556312,0.12374825,0.001468066,0.158339992,21.45989227,0.022032749,0,17:18.3,,
5.00E-05,0.27617678,0.116232187,0.001397078,0.158547506,22.38538361,0.021977214,0,17:48.8,,
5.00E-05,0.274990112,0.125315487,0.001535165,0.148139462,22.07593536,0.021995908,0,18:19.3,,
5.00E-05,0.283615232,0.116313882,0.001561625,0.16573973,22.72896004,0.021962857,0,18:49.8,,
5.00E-05,0.298374623,0.121252716,0.001387635,0.175734267,22.45113373,0.021935252,0,19:20.4,,
5.00E-05,0.289770573,0.122691683,0.001401415,0.165677473,21.89109993,0.021884635,0,19:59.8,,
,,,,,,,0,20:21.3,0.933697164,14.37133312
5.00E-05,0.278209805,0.117016688,0.001617167,0.159575939,21.75829697,0.021855228,0,20:52.5,,
5.00E-05,0.27218014,0.125277966,0.001635518,0.145266667,21.52120781,0.021828325,0,21:23.0,,
5.00E-05,0.287259161,0.118520871,0.001573039,0.167165264,22.19715881,0.021760188,0,21:53.5,,
5.00E-05,0.279259503,0.115976311,0.001816418,0.161466792,22.83606339,0.021712853,0,22:24.1,,
5.00E-05,0.286201388,0.129337147,0.001697689,0.155166551,21.55261612,0.021649411,0,22:54.7,,
5.00E-05,0.289515495,0.124425776,0.001535452,0.163554281,21.89072418,0.021606294,0,23:25.1,,
5.00E-05,0.290056646,0.130908892,0.001588139,0.157559618,21.5997982,0.021598134,0,23:55.6,,
5.00E-05,0.290042639,0.126261771,0.001687867,0.162093014,21.61112976,0.021576405,0,24:26.0,,
5.00E-05,0.300653279,0.124517284,0.00187294,0.174263075,21.73909378,0.021528637,0,24:58.7,,
5.00E-05,0.288032204,0.115069285,0.001659314,0.171303615,21.82265854,0.02150633,0,25:29.2,,
5.00E-05,0.302764267,0.130682975,0.001637015,0.17044428,21.490242,0.021409808,0,25:59.7,,
5.00E-05,0.27317071,0.118465945,0.001586032,0.15311873,22.45907784,0.021354092,0,26:30.1,,
5.00E-05,0.287009358,0.120766506,0.001631559,0.164611295,21.82517242,0.021330798,0,27:00.6,,
5.00E-05,0.277005166,0.116625741,0.001609856,0.158769563,22.935812,0.021268634,0,27:31.2,,
5.00E-05,0.270632714,0.119838677,0.001641689,0.149152339,22.37893867,0.021224814,0,28:01.7,,
5.00E-05,0.275100619,0.119173579,0.001601435,0.154325604,22.47340775,0.021183802,0,28:32.1,,
5.00E-05,0.269945353,0.112779975,0.001619422,0.15554595,23.42737579,0.021118902,0,29:02.7,,
5.00E-05,0.279770106,0.121924423,0.001599659,0.156246021,22.12148285,0.021061288,0,29:33.1,,
5.00E-05,0.284756154,0.117043391,0.001610733,0.166102022,21.962183,0.021030318,0,30:03.7,,
5.00E-05,0.275649965,0.126336396,0.001592539,0.147721037,21.39106369,0.021013368,0,30:34.1,,
5.00E-05,0.278996915,0.122068293,0.001746002,0.155182615,22.48150826,0.020979436,0,31:04.6,,
5.00E-05,0.279585689,0.112812541,0.001643612,0.165129527,22.86787224,0.020990793,0,31:35.1,,
5.00E-05,0.282402575,0.125508502,0.001789414,0.155104652,21.46279335,0.020987708,0,32:05.6,,
5.00E-05,0.276513159,0.119067453,0.001710832,0.155734867,22.40363884,0.020965599,0,32:36.0,,
5.00E-05,0.286602855,0.114904881,0.001746686,0.169951275,22.59760857,0.020974386,0,33:06.4,,
5.00E-05,0.271253407,0.113421001,0.001631706,0.156200707,23.12339401,0.020969504,0,33:36.9,,
5.00E-05,0.266707927,0.121121094,0.00162994,0.1439569,21.99250793,0.020937074,0,34:07.5,,
5.00E-05,0.271570951,0.116084576,0.001709853,0.153776512,22.2459259,0.020902548,0,34:37.9,,
5.00E-05,0.284564435,0.114395998,0.001735035,0.168433398,23.21531677,0.020902939,0,35:08.5,,
5.00E-05,0.278403044,0.118135214,0.001619166,0.15864867,22.14940834,0.020844527,0,35:38.8,,
5.00E-05,0.284523696,0.120310418,0.001605201,0.162608072,22.61710739,0.020765485,0,36:09.5,,
5.00E-05,0.263287902,0.108339585,0.001657013,0.1532913,23.27444077,0.020716809,0,36:39.9,,
5.00E-05,0.28031522,0.119258061,0.00168748,0.159369692,22.55937576,0.02067234,0,37:10.5,,
5.00E-05,0.275734872,0.118612297,0.0015616,0.155560985,22.69961548,0.020663785,0,37:41.0,,
5.00E-05,0.282713413,0.124251805,0.00157487,0.156886727,22.09017944,0.020616103,0,38:11.5,,
5.00E-05,0.290138304,0.123791173,0.001722228,0.164624885,22.08304405,0.020555649,0,38:42.1,,
5.00E-05,0.288069904,0.124946654,0.001669582,0.161453649,21.72884941,0.020509237,0,39:12.7,,
5.00E-05,0.2752316,0.123111278,0.001553688,0.150566623,22.13546944,0.02045122,0,39:43.1,,
5.00E-05,0.280742854,0.118639842,0.00168566,0.160417363,22.49237061,0.020459749,0,40:13.7,,
5.00E-05,0.2704795,0.116410553,0.001899124,0.152169824,21.93255615,0.020375149,0,40:44.1,,
5.00E-05,0.273360014,0.115428239,0.001660747,0.156271011,22.7483139,0.020338783,0,41:15.0,,
5.00E-05,0.285811633,0.118993618,0.001623171,0.165194839,22.08721924,0.020276185,0,41:45.6,,
5.00E-05,0.294118077,0.120829031,0.001671245,0.171617791,21.58751488,0.020213783,0,42:16.1,,
5.00E-05,0.278891444,0.118611313,0.001681377,0.158598766,22.78086472,0.020226868,0,42:46.6,,
5.00E-05,0.284152418,0.122182116,0.001730001,0.160240307,21.86092758,0.020148726,0,43:17.1,,
5.00E-05,0.292547017,0.118984155,0.001709522,0.171853349,22.31497192,0.020134632,0,43:47.5,,
5.00E-05,0.281110108,0.122725047,0.001660331,0.156724736,21.91453743,0.020105723,0,44:20.2,,
5.00E-05,0.283937603,0.118390515,0.001585261,0.163961828,22.10097313,0.020068638,0,44:50.6,,
5.00E-05,0.295738578,0.124758974,0.001706628,0.169272974,21.76194954,0.020019883,0,45:21.2,,
5.00E-05,0.277501911,0.112881668,0.001601561,0.163018674,22.87771034,0.019963522,0,45:51.7,,
5.00E-05,0.274647892,0.123720132,0.001445933,0.149481818,21.3215847,0.019883532,0,46:22.2,,
5.00E-05,0.270081162,0.113483056,0.001622118,0.154975981,22.84438896,0.019834239,0,46:52.8,,
5.00E-05,0.293290257,0.121928975,0.001746954,0.169614315,22.26911545,0.01987722,0,47:23.3,,
5.00E-05,0.282968879,0.128312901,0.001651715,0.153004244,21.35348511,0.019816207,0,47:53.8,,
5.00E-05,0.291249216,0.127154812,0.001740774,0.16235362,21.91989708,0.019719848,0,48:24.4,,
5.00E-05,0.279058516,0.122454487,0.001803844,0.154800177,21.50388908,0.01964747,0,48:54.7,,
5.00E-05,0.300562024,0.125883311,0.0016239,0.173054799,21.17964172,0.019609867,0,49:25.3,,
5.00E-05,0.288326621,0.119023822,0.001689978,0.167612821,21.90655708,0.019579474,0,49:55.8,,
5.00E-05,0.289749175,0.120796077,0.001571537,0.16738157,22.53497887,0.019474322,0,50:26.3,,
5.00E-05,0.2926808,0.118323416,0.001806968,0.172550425,21.89266586,0.019434229,0,50:56.8,,
5.00E-05,0.289019167,0.126643345,0.001610123,0.160765693,21.83753586,0.01940259,0,51:27.4,,
5.00E-05,0.269382417,0.117817327,0.001551735,0.150013342,22.22198486,0.019337723,0,51:57.9,,
5.00E-05,0.28934443,0.124969743,0.001618985,0.162755713,22.24935532,0.019289562,0,52:28.4,,
5.00E-05,0.291260153,0.1227322,0.001669393,0.166858569,22.0450573,0.01926169,0,52:58.8,,
5.00E-05,0.282204986,0.118122578,0.001551668,0.16253075,22.08010864,0.019223629,0,53:29.4,,
5.00E-05,0.277960658,0.119677275,0.001623743,0.156659633,22.00990677,0.019140303,0,53:59.9,,
5.00E-05,0.277499527,0.122290418,0.001848739,0.153360367,21.46738815,0.019091377,0,54:30.4,,
5.00E-05,0.268258005,0.109384261,0.001641718,0.157232031,22.40471077,0.019040219,0,55:01.0,,
5.00E-05,0.277621865,0.121381968,0.00167454,0.154565349,22.08690643,0.019027613,0,55:31.5,,
5.00E-05,0.28551957,0.125680566,0.001829822,0.158009186,22.12678719,0.018947907,0,56:02.0,,
5.00E-05,0.284263223,0.120120376,0.001734082,0.162408754,21.97003555,0.018938318,0,56:32.6,,
5.00E-05,0.280675888,0.116570063,0.001641054,0.162464783,22.48428726,0.018915968,0,57:03.1,,
5.00E-05,0.282132655,0.128115535,0.001679867,0.152337253,21.5234108,0.018902101,0,57:33.7,,
5.00E-05,0.296829641,0.125670776,0.001615529,0.169543356,21.61752319,0.018840935,0,58:04.2,,
5.00E-05,0.279253304,0.119148187,0.001928394,0.158176705,22.31428337,0.018800108,0,58:34.8,,
5.00E-05,0.285273492,0.119961165,0.001759635,0.163552687,22.26597023,0.018702941,0,59:05.3,,
5.00E-05,0.27294147,0.121504955,0.001779373,0.14965716,22.2640152,0.018642079,0,59:35.8,,
5.00E-05,0.282319725,0.124781348,0.001756455,0.15578191,21.694664,0.018679626,0,00:06.3,,
5.00E-05,0.289124638,0.121121496,0.001571398,0.166431755,21.64211082,0.018604428,0,00:36.8,,
5.00E-05,0.277835906,0.118283048,0.001714124,0.157838747,22.39577866,0.018551117,0,01:07.2,,
5.00E-05,0.261011571,0.110394254,0.001737028,0.148880288,22.86697578,0.018551188,0,01:38.1,,
5.00E-05,0.287574917,0.116492003,0.00161959,0.169463322,21.82529068,0.018508378,0,02:08.6,,
5.00E-05,0.269422024,0.109464087,0.001872425,0.15808551,23.43213272,0.018425038,0,02:41.4,,
5.00E-05,0.298063487,0.125835016,0.001744141,0.170484334,21.62184143,0.01839659,0,03:11.9,,
5.00E-05,0.276071608,0.117666632,0.001861963,0.156543031,22.10122299,0.01833524,0,03:42.5,,
5.00E-05,0.267647207,0.111130506,0.001745374,0.154771313,23.14269257,0.018271064,0,04:12.9,,
5.00E-05,0.2904796,0.116924331,0.001787383,0.17176789,22.73821068,0.018267956,0,04:43.5,,
5.00E-05,0.275444537,0.118505649,0.001792502,0.155146375,22.443573,0.018176667,0,05:13.9,,
5.00E-05,0.280760586,0.121721014,0.001831027,0.157208547,22.18304634,0.018040977,0,05:44.4,,
5.00E-05,0.273925304,0.11805255,0.001753807,0.15411894,22.30038643,0.018083051,0,06:14.9,,
5.00E-05,0.26982376,0.11225801,0.001698033,0.155867711,23.18193245,0.018066004,0,06:45.5,,
5.00E-05,0.288249075,0.122612655,0.001793223,0.1638432,22.02342606,0.017980672,0,07:16.0,,
5.00E-05,0.272705644,0.112881169,0.001833537,0.157990932,22.7290802,0.017954163,0,07:46.7,,
5.00E-05,0.274743557,0.120314352,0.001724009,0.152705207,21.4135704,0.017913289,0,08:17.1,,
5.00E-05,0.277499497,0.111028694,0.001755441,0.164715365,23.14344788,0.017887894,0,08:47.7,,
5.00E-05,0.292698383,0.120911315,0.001664861,0.170122206,22.17268753,0.017817594,0,09:18.3,,
5.00E-05,0.275456518,0.11744678,0.001704,0.156305745,22.32843208,0.017724475,0,09:48.9,,
5.00E-05,0.288626075,0.121957667,0.001650293,0.165018111,21.91774559,0.017671986,0,10:19.4,,
5.00E-05,0.274930656,0.113695741,0.001872976,0.159361944,22.5941124,0.017640321,0,10:49.9,,
5.00E-05,0.284561872,0.11530707,0.001744013,0.167510793,22.22249031,0.017549215,0,11:29.7,,
5.00E-05,0.283734173,0.12448208,0.003098853,0.156153232,21.73736572,0.01755299,0,12:00.3,,
5.00E-05,0.286370903,0.11979346,0.003061556,0.163515896,22.23267555,0.017484972,0,12:30.8,,
5.00E-05,0.282551795,0.11808721,0.002822964,0.161641613,22.04543686,0.01745908,0,13:01.3,,
5.00E-05,0.270058393,0.119397059,0.002840705,0.147820622,21.82362366,0.0173993,0,13:31.8,,
5.00E-05,0.282248437,0.117392734,0.002820279,0.162035421,22.66563416,0.017356144,0,14:02.4,,
5.00E-05,0.282530129,0.122967884,0.002820382,0.156741843,21.78457069,0.017320767,0,14:32.9,,
5.00E-05,0.257031828,0.110489197,0.002626259,0.143916368,22.85378647,0.017314836,0,15:03.6,,
5.00E-05,0.267473221,0.119387947,0.002534132,0.14555113,22.02101517,0.017313005,0,15:34.0,,
5.00E-05,0.277968228,0.109455563,0.002751436,0.165761247,22.69041061,0.017260686,0,16:04.7,,
5.00E-05,0.287664771,0.118085504,0.00264534,0.166933924,21.95441437,0.017267676,0,16:35.2,,
5.00E-05,0.283669025,0.12033163,0.002588802,0.160748601,21.99354172,0.017233368,0,17:05.7,,
5.00E-05,0.287616491,0.114394762,0.002549311,0.170672432,21.84932709,0.017223477,0,17:36.3,,
5.00E-05,0.283246994,0.123576261,0.002509645,0.157161102,22.25376511,0.017165812,0,18:06.8,,
5.00E-05,0.281467378,0.113068491,0.002438567,0.165960312,22.65374947,0.017135177,0,18:37.4,,
5.00E-05,0.289090306,0.122800775,0.002619725,0.16366981,21.61371422,0.01711775,0,19:07.9,,
5.00E-05,0.291233361,0.12104363,0.002614545,0.167575181,22.11193466,0.017092351,0,19:38.4,,
5.00E-05,0.261113405,0.110468313,0.002381228,0.148263872,23.02341843,0.017024431,0,20:09.0,,
5.00E-05,0.281846106,0.116578124,0.002506317,0.162761658,22.21145821,0.016982824,0,20:39.5,,
5.00E-05,0.285743445,0.116342492,0.00242192,0.16697903,22.44482422,0.016934747,0,21:10.1,,
5.00E-05,0.260380924,0.114211738,0.00238659,0.143782601,22.35825348,0.016896425,0,21:40.6,,
5.00E-05,0.286609918,0.112793937,0.002428511,0.171387464,23.15902901,0.016827744,0,22:13.5,,
5.00E-05,0.285203099,0.120946445,0.002355291,0.161901355,21.53026199,0.016814854,0,22:44.1,,
5.00E-05,0.283261567,0.115980819,0.002499903,0.164780855,22.71474838,0.016753126,0,23:14.6,,
5.00E-05,0.284637928,0.11940176,0.002254913,0.162981257,21.88295555,0.016699759,0,23:45.1,,
5.00E-05,0.28562659,0.117399141,0.002178939,0.166048512,22.82097626,0.016618963,0,24:15.8,,
5.00E-05,0.269966125,0.11165195,0.002367695,0.155946463,23.03031731,0.01659235,0,24:46.3,,
5.00E-05,0.276031613,0.116657466,0.00237271,0.157001421,22.18561935,0.016535852,0,25:16.8,,
5.00E-05,0.296251327,0.117878176,0.002423217,0.175949931,22.19937325,0.016459232,0,25:47.3,,
5.00E-05,0.282435268,0.117064387,0.00226831,0.163102567,22.10157585,0.016385436,0,26:17.9,,
5.00E-05,0.288881004,0.115744241,0.002459301,0.170677468,21.93568039,0.016367506,0,26:48.4,,
5.00E-05,0.265865862,0.112201318,0.00244416,0.151220381,22.53087234,0.016309489,0,27:19.0,,
5.00E-05,0.267184913,0.104466327,0.00232872,0.16038987,23.93861008,0.016253745,0,27:49.5,,
5.00E-05,0.289405912,0.123313718,0.002311179,0.163781017,21.41610146,0.016161807,0,28:20.0,,
5.00E-05,0.265655726,0.112751544,0.002218572,0.150685608,22.67817688,0.016054545,0,28:50.5,,
5.00E-05,0.296642512,0.124983802,0.002344927,0.169313788,22.01696777,0.016037313,0,29:21.1,,
5.00E-05,0.276257277,0.120948784,0.002449497,0.152859002,21.49134064,0.016026273,0,29:51.6,,
5.00E-05,0.275645196,0.106494308,0.00216619,0.166984707,23.15454865,0.015993401,0,30:22.1,,
5.00E-05,0.269753635,0.110124841,0.002332852,0.157295942,23.14896393,0.015910324,0,30:52.6,,
5.00E-05,0.292453974,0.119121879,0.002182252,0.17114985,22.04468727,0.015917001,0,31:23.2,,
5.00E-05,0.27677983,0.11994113,0.002260059,0.154578656,21.67152786,0.015868969,0,31:53.7,,
5.00E-05,0.283804536,0.121515386,0.002229945,0.160059199,21.80042648,0.015767662,0,32:24.2,,
5.00E-05,0.275801361,0.116212659,0.002206022,0.157382667,22.23983383,0.015705217,0,32:54.7,,
5.00E-05,0.273220271,0.111071594,0.002250185,0.15989849,23.48821259,0.015664276,0,33:25.3,,
5.00E-05,0.269097656,0.116022497,0.002218849,0.150856301,22.5923748,0.015602039,0,33:55.7,,
5.00E-05,0.275780201,0.113116734,0.002150855,0.160512611,22.13299561,0.01551157,0,34:26.3,,
5.00E-05,0.279883653,0.116259187,0.002118404,0.161506057,22.32828903,0.015449724,0,34:56.8,,
5.00E-05,0.286536217,0.118202895,0.002169949,0.16616337,21.6064682,0.015415286,0,35:27.4,,
5.00E-05,0.279743016,0.114284605,0.002219381,0.163239047,23.22524071,0.015349419,0,35:57.8,,
5.00E-05,0.296499044,0.120375916,0.002181879,0.17394124,21.5784626,0.015311931,0,36:28.4,,
5.00E-05,0.283727407,0.113563001,0.002232684,0.167931721,22.89362144,0.015217859,0,36:58.9,,
5.00E-05,0.281150967,0.116682239,0.00227973,0.162188992,22.48199844,0.015192331,0,37:29.5,,
5.00E-05,0.284209728,0.120699108,0.002161593,0.161349028,22.07315826,0.015141698,0,38:00.0,,
5.00E-05,0.289060742,0.114899613,0.002246065,0.171915069,22.34120941,0.015069677,0,38:30.6,,
5.00E-05,0.288603932,0.120493919,0.002153105,0.1659569,22.20079613,0.014984922,0,39:01.0,,
5.00E-05,0.281314671,0.112503447,0.002253436,0.166557774,23.04815292,0.014905611,0,39:31.6,,
5.00E-05,0.269099087,0.109012261,0.002257318,0.157829508,22.53353119,0.014831289,0,40:02.1,,
5.00E-05,0.289825141,0.126382723,0.002170849,0.161271557,21.72553635,0.014809148,0,40:32.7,,
5.00E-05,0.300610423,0.121499971,0.002297507,0.176812947,21.74567032,0.014741189,0,41:05.2,,
5.00E-05,0.282860875,0.125032544,0.002139454,0.155688867,21.28895569,0.014643347,0,41:35.8,,
5.00E-05,0.276188552,0.118014984,0.002216381,0.155957177,22.14156151,0.014591616,0,42:06.2,,
5.00E-05,0.274709612,0.116242386,0.002110605,0.156356618,22.07932281,0.014512906,0,42:37.0,,
5.00E-05,0.26648891,0.109030448,0.002157977,0.155300483,22.39257813,0.014467164,0,43:07.6,,
5.00E-05,0.277906686,0.119718231,0.002124474,0.156063974,22.19322586,0.014435506,0,43:38.2,,
5.00E-05,0.275883675,0.111461319,0.002188342,0.162234008,22.61665726,0.014366371,0,44:08.7,,
5.00E-05,0.283336341,0.119662918,0.002207208,0.161466226,21.62555313,0.01429142,0,44:39.4,,
5.00E-05,0.270214736,0.115366481,0.002200701,0.15264757,22.63935852,0.014188034,0,45:09.8,,
5.00E-05,0.289004207,0.125849813,0.002165877,0.160988495,21.36481476,0.01414058,0,45:40.3,,
5.00E-05,0.268927932,0.11749509,0.00212897,0.149303854,22.2620182,0.014099355,0,46:10.8,,
5.00E-05,0.273834527,0.109027661,0.002174838,0.162632033,23.18490219,0.014002221,0,46:41.3,,
5.00E-05,0.299331099,0.123621777,0.002106389,0.173602939,22.0400238,0.013958422,0,47:11.8,,
5.00E-05,0.280439436,0.116422728,0.002233622,0.161783084,22.25922585,0.01392829,0,47:42.4,,
5.00E-05,0.274326563,0.112025455,0.002228575,0.16007255,22.66630173,0.013873744,0,48:12.9,,
5.00E-05,0.27991727,0.121822663,0.002221031,0.155873582,21.75224113,0.013813305,0,48:43.5,,
5.00E-05,0.284293771,0.119449362,0.002127295,0.162717119,22.36465073,0.013709866,0,49:14.0,,
5.00E-05,0.2686643,0.11048013,0.002254731,0.155929446,23.6098175,0.013649628,0,49:44.6,,
